0.0,-0.0
0.05,0.0
0.1,0.0
0.15,0.0
0.2,0.0
0.25,0.0
0.3,0.0
0.35,0.0
0.4,0.08333333333333333
0.45,0.08333333333333333
0.5,0.08333333333333333
0.55,0.08333333333333333
0.6,0.08333333333333333
0.65,0.08333333333333333
0.7,0.08333333333333333
0.75,0.08333333333333333
0.8,0.08333333333333333
0.85,0.08333333333333333
0.9,0.08333333333333333
0.95,0.08333333333333333
1.0,0.16666666666666666
1.05,0.16666666666666666
1.1,0.16666666666666666
1.15,0.16666666666666666
1.2,0.16666666666666666
1.25,0.16666666666666666
1.3,0.16666666666666666
1.35,0.16666666666666666
1.4,0.16666666666666666
1.45,0.16666666666666666
1.5,0.25
1.55,0.25
1.6,0.25
1.65,0.25
1.7,0.25
1.75,0.25
1.8,0.3333333333333333
1.85,0.3333333333333333
1.9,0.3333333333333333
1.95,0.3333333333333333
2.0,0.4166666666666667
2.05,0.5
2.1,0.5
2.15,0.5
2.2,0.5
2.25,0.5
2.3,0.5
2.35,0.5
2.4,0.5
2.45,0.5
2.5,0.5
2.55,0.5
2.6,0.5
2.65,0.5
2.7,0.5
2.75,0.5
2.8,0.5
2.85,0.5
2.9,0.5
2.95,0.5
3.0,0.5
